product name,Price_discount,Price_original,Details
Lay's American Style Cream & Onion Potato Chips + Wingreens Farms Peri Peri Hummus Dip Combo,₹ 77,₹ 100,1 kg + 500 g + 1 kg
Cornitos Crusties Dilli Chaat Puffs - Pack of 2,₹ 174,₹ 229,250 g + 200 g + 500 g + 100 g + 200 g
To Be Honest Sweet Ripe Banana Chips with Amchur & Chilli,₹ 34,₹ 43,250 g - 300 g
Cornitos Rajma Crusties Lemon Chili Puffs - Pack of 2,₹ 21,₹ 28,250 g
Tagz Masala Trekkin Potato Chips + Cream Onion Divin Potato Chips Combo,₹ 23,₹ 31,
Pringles Sour Cream & Onion Potato Chips + Pringles Original Potato Chips Combo,₹ 26,₹ 33,250 g
Cornitos Potato Crusties Peri Peri Puffs - Pack of 2,₹ 13,₹ 17,250 g
Too Yumm Indian Masala Potato Chips - Pack of 2,₹ 27,₹ 37,250 g
Tagz Masala Trekkin Potato Chips + Tagz Beer n Barbeque Popped Potato Chips Combo,₹ 50,₹ 68,500 g + 500 g + 500 g -600 g
BRB Popped Potato Chips (Spicy Chipotle Flavour) + BRB Popped Potato Chips (Pasta Cheese Flavour) + BRB Popped Potato Chips (Bhel Flavour) + BRB Popped Potato Chips (Salt & Pepper Flavour) Combo,₹ 47,₹ 60,250 g
Nongshim Shrimp Flavoured Hot & Spicy Crackers Chips,₹ 164,₹ 212,180 g - 200 g + 1 kg + 200 g
Britannia 5050 Potazos Spicy Flavoured Crisps (Magic Masala),₹ 34,₹ 47,250 g
Nongshim Shrimp Flavoured Crackers Chips,₹ 113,₹ 212,500 g + 200 g + 250 g - 300 g + 100 g
The Baker's Dozen 100% Wholewheat Chilli Garlic Bread Sticks,₹ 37,₹ 48,100 g
Cornitos Nacho Crisps & Dip Combo,₹ 40,₹ 53,300 g - 400 g
The Baker's Dozen 100% Wholewheat Lavash,₹ 12,₹ 16,100 g
The Baker's Dozen Ragi Crackers,₹ 64,₹ 83,120 g - 150 g
The Baker's Dozen 100% Wholewheat Lavash + The Baker's Dozen Ragi Crackers Combo,₹ 90,₹ 114,100 g
Haldiram's Minute Khana Pao Bhaji Ready to Eat + Classic Salted Chips Combo,₹ 33,₹ 100,100 g
Act II Golden Sizzle Instant Family Pack Popcorn,₹ 67,₹ 93,100 g
Doritos Dinamita Sizzling Hot Chips - Pack of 2,₹ 61,₹ 200,500 g
Haldiram's Minute Khana Dal Makhani Ready to Eat + Classic Salted Chips Combo,₹ 38,₹ 49,500 g
Haldiram's Minute Khana Dilli Style Choley Ready to Eat + Classic Salted Chips Combo,₹ 15,₹ 20,100 g
Haldiram's Minute Khana Choley With Plain Rice Ready to Eat + Classic Salted Chips Combo,₹ 70,₹ 95,1 unit (150 g - 200 g)
Haldiram's Minute Khana Paneer Makhani Ready to Eat + Classic Salted Chips Combo,₹ 21,₹ 28,250 g
RiteBite Max Protein Peri Peri Chips - Pack of 2,₹ 29,₹ 37,500 g
Act II Classic Salted Family Pack Instant Popcorn,₹ 12,₹ 15,250 g
RiteBite Max Protein Cheese & Jalapeno Chips - Pack of 2,₹ 61,₹ 200,200 g
Britannia 5050 Potazos Crisps - Pack of 3,₹ 44,₹ 75,200 g
RiteBite Max Protein Spanish Tomato Chips - Pack of 2,₹ 42,₹ 80,
Open Secret Tandoori Baked Chips,₹ 39,₹ 52,250 g
To Be Honest Crispy Beetroot with Himalayan Rock Salt Chips,₹ 60,₹ 160,200 g
To Be Honest Ripe Jackfruit Chips with Chilli Mango,₹ 20,₹ 80,250 g
Doritos Dinamita Sizzling Hot Chips,₹ 37,₹ 100,250 g
To Be Honest Herbed Taro with Oregano & Basil Chips,₹ 48,₹ 60,200 g
Kellogg's Crunchy Granola Chocolate & Almonds Cereal + Pringles Pizza Flavoured Potato Chips Combo,₹ 33,₹ 43,250 g
Kellogg's Crunchy Granola Chocolate & Almonds Cereal + Pringles Sour Cream & Onion Potato Chips Combo,₹ 70,₹ 91,200 g
The Cinnamon Kitchen Methi Milet Crackers,₹ 61,₹ 80,200 g
Kellogg's Crunchy Granola Chocolate & Almonds Cereal + Pringles Desi Masala Tadka Potato Chips Combo,₹ 90,,100 g
Kellogg's Crunchy Granola Chocolate & Almonds Cereal + Pringles Original Potato Chips Combo,₹ 123,₹ 190,1 box (250-300 g)
Kellogg's Crunchy Granola Chocolate & Almonds Cereal + Pringles South African Peri Peri Chips Combo,₹ 23,₹ 32,1 piece (300 g - 400 g)
Pringles Tangy Tomato Twist Potato Chips + Red Bull Energy Drink (250 ml) Combo,₹ 28,₹ 39,500 g
Pringles Tangy Tomato Twist Potato Chips + Coca-Cola Zero Sugar Soft Drink Combo,₹ 105,₹ 147,125 g - 150 g
Too Yumm Smoking Hot Bhoot Potato Chips (Bhut Jolokia Chillies),₹ 24,₹ 90,100 g
Orion Turtle Masala Corn Chips - Pack of 2,₹ 18,₹ 23,50 g
Bingo Original Style Salt Potato Chips - Pack of 4,₹ 56,₹ 135,100 g + 250 g - 300 g
Saffola Munchiez Takatak Tomato Ragi Chips,₹ 36,₹ 48,20 g
Too Yumm Veggie Stix Sour Cream & Onion Crisps,₹ 50,₹ 70,200 g - 300 g
Too Yumm Baked Potato Stix Crisps - Buy 2 Get 1 Free,₹ 48,₹ 63,500 g
Bingo Pani Puri Twist Street Bites Chips,₹ 62,₹ 105,200 g
DOKi Kerala Fry Buffalo Jerky,₹ 158,₹ 219,1 Box (200 g)
Tagz Cream Onion Divin Potato Chips,₹ 165,₹ 216,1 unit (300 - 400 g) + 1 kg + 200 g
DOKi Tokyo Teriyaki Buffalo Jerky,₹ 47,₹ 62,100 g - 125 g
DOKi Chicken Jerky (Korean Gochujang Flavour),₹ 394,₹ 539,1 kg
DOKi Tokyo Teriyaki Chicken Jerky,₹ 32,₹ 44,500 g
DOKi Tellycherry Pepper Chicken Jerky,₹ 26,₹ 33,1 piece (400 g - 700 g)
DOKi Korean Gochujang Buffalo Jerky,₹ 114,₹ 150,100 g
Nutty Yogi Peri Peri Quinoa Chips,₹ 17,₹ 22,1 piece (400 g - 600 g)
DOKi Buffalo Jerky (Tellicherry Pepper Flavour),₹ 23,₹ 29,500 g - 600 g
DOKi Smoky Masala Chicken Chips,₹ 79,₹ 110,2 x 1 kg
Tagz Salt Trippin Potato Chips,₹ 33,₹ 43,500 g
Tagz Thai Vodka Tom Yum Chips,₹ 52,₹ 68,1 piece (400 g - 600 g)
Tagz Dippin Ranch + Potato Chips Hamper - RR Official IPL 2023,₹ 22,₹ 27,250 g
Hunter's Gourmet Black Truffle Potato Chips (Hand Cooked),₹ 58,₹ 77,500 g + 500 g - 600 g + 500 g
Lay's Gourmet Potato Chips - Lime & Cracked Pepper Flavour - Pack of 2,₹ 21,₹ 26,500 g
Lay's Wafer Style - Tangy Treat Potato Chips - Pack of 3,₹ 32,₹ 40,250 g - 300 g
Lay's Maxx Sizzling Barbeque Potato Chips,₹ 29,₹ 37,250 g
Tagz Dippin Chipotle + Potato Chips Hamper - RR Official IPL 2023,₹ 58,₹ 79,400 g - 500 g
Cheetos Flamin' Hot Twisted Corn Puffs,₹ 53,₹ 70,500 g + 500 g -600 g + 250 g
Cheetos Flamin hot Crunchy Puffs,₹ 28,₹ 37,1 kg
Cheetos Cheese Flavoured Puffs,₹ 19,₹ 24,1 piece (400 g - 600 g)
Kettle Studio Wafers - Lightly Salted,₹ 48,₹ 62,250 g + 250 g + 200 g
Kettle Studio Potato Chips - Sweet Chilli With Lime & Basil,₹ 54,₹ 69,2 kg
Lay's Stax Sour Cream & Onion Potato Chips,₹ 34,₹ 43,3 pieces
Haldiram's Minute Khana Rajma Raseela Ready to Eat + Classic Salted Chips Combo,₹ 22,₹ 29,500 g
Cheetos White Cheddar Cheese Puffs,₹ 64,₹ 82,1.5 kg - 2.5 kg
Kettle Studio Potato Chips - Himalyan Pink Salt,₹ 52,₹ 72,500 g
RiteBite Max Protein Cream & Onion Chips - Pack of 2,₹ 133,₹ 182,
Open Secret Chilli Pizza Baked Chips,₹ 108,₹ 144,500 g + 200 g + 250 g - 300 g + 100 g
Jimmy's Cocktails - Cocktail Mix Celebration Pack,₹ 155,₹ 216,
Real Greetings Party Beverage Gift Pack,₹ 15,₹ 20,250 g
Red Bull Energy Drink (250 ml) - Pack of 24,₹ 126,₹ 250,2 pieces (200 g - 350 g)
Coolberg Non Alcoholic Beer Party Pack (Assorted),₹ 39,₹ 75,180 g - 200 g
&Stirred Cocktail Mix Gift Box,₹ 47,₹ 58,1 unit (100 g - 125 g)
Storia Compliments Coconut Water Beverages Pack,₹ 37,₹ 48,1 kg
Fresca Fruit Juices Gift Pack,₹ 47,₹ 60,1 pack (500 g)
Jimmy's Cocktails - Cocktail Mix with Bar Blade - Pack of 2,₹ 46,₹ 58,1 piece (125 g - 175 g)
Crax Masala Punch Potato Chips - Pack of 2,₹ 68,₹ 89,
Prakriti Herbals Cocoa Mint Mudslide Shower Gel,₹ 50,₹ 75,200 g
Plum BodyLovin' Caramel Popcorn Hand Cream,₹ 73,₹ 94,500 g
Soulflower Pure & Natural Coldpressed Carrier Castor Oil,₹ 14,₹ 17,
Plum BodyLovin' Hawaiian Rumba Shower Gel,₹ 64,₹ 84,1 piece (125 g - 175 g)
Plum BodyLovin' Vanilla Vibes Shower Gel,₹ 40,₹ 55,250 g
Plum BodyLovin' Orchid You Not Shower Gel,₹ 39,₹ 70,150 g - 160 g
Sebamed Clear Face Gel,₹ 28,₹ 39,250-300 g
Plum BodyLovin' Trippin' Mimosas Shower Gel,₹ 68,₹ 91,100 g
Sebamed Fresh Shower Gel,₹ 24,₹ 31,250 g
PHY Vitamin Sea Energizing Body Wash - Buy 1 Get 1 Free,₹ 19,₹ 24,2 pieces (250 g - 350 g)
Plum BodyLovin' Caramel Popcorn Body Wash,₹ 73,₹ 93,25 g
Soulflower Lavender Aroma Bath Salt,₹ 70,₹ 97,
Kimirica Madagascar Vanilla Winter Hand Cream (Tucuma and Shea Butter),₹ 25,₹ 31,150 g
Boho Botanist Rose & Peony Sugar Body Scrub,₹ 53,₹ 105,200 g
Soulflower Rose Geranium Aroma Bath Salt,₹ 23,₹ 29,250 g
Kimirica Gulistan Winter Hand Cream,₹ 96,₹ 129,1 box
Boho Botanist Mandarin & Kakadu Plum Body Wash,₹ 82,₹ 300,40 g - 50 g
Kimirica Whispering Peach Winter Hand Cream (Tucuma & Shea Butter),₹ 21,₹ 26,100 g
RAS Luxury Oils Brighten Exfoliating Body Wash,₹ 52,₹ 130,250 g
The Moms Co. Natural Foot Cream,₹ 37,₹ 49,250 g
RAS Luxury Oils Nourish Cream Body Scrub,₹ 52,₹ 67,200 g - 250 g
MCaffeine Body Exfoliator with 10% AHA & Green Tea,₹ 89,₹ 111,250 g
Love Earth Nail Growth Serum with Vitamin C,₹ 21,₹ 28,1 piece (200 g - 250 g)
Aroma Magic 3 In 1 Plum Blossom Body Wash (Hair - Face - Body),₹ 21,₹ 28,1 piece (300 g - 400 g)
Aroma Magic 3 in 1 Plum Blossom Body Wash,₹ 62,₹ 84,1 unit (150 g - 200 g)
Plum BodyLovin' Hawaiian Rumba Hand Cream,₹ 34,₹ 47,500 g
"Kennel Kitchen Supreme cuts in Gravy, Lamb Recipe with Pumpkin Wet Cockroach Chalk Adult & Puppy - Pack of 12 - Brand Offer",₹ 93,₹ 128,1 box
Plush Natural Flavoured Lubricant (for Men & Women) - Pack of 2,₹ 39,₹ 70,150 g - 160 g
BRB Pudina Punch Rice Popped Chips - Pack of 3,₹ 19,₹ 24,250 g
Lay's India's Magic Masala Potato Chips,₹ 18,₹ 22,100 g
Too Yumm Spicy Chilli Wafers Potato Chips,₹ 39,₹ 70,250 g
Kurkure Sizzlin' Hot Crisps,₹ 43,₹ 80,250 g
Lay's Classic Salted Flavor Potato Chips,₹ 103,₹ 400,100 g
"Beyond Snack Sour Cream, Onion & Parsley Kerala Banana Chips",₹ 29,₹ 39,200 g
Lay's American Style Cream & Onion Potato Chips (157 g) - Pack of 3,₹ 50,₹ 67,100 g + 250 g - 300 g
Let's Try Crunchy Soya Sticks,₹ 278,₹ 377,2 pieces (300 g - 400 g) + 2 pieces (240 g - 340 g) + 250 g - 300 g
BRB Peri Peri Rice Popped Chips - Pack of 3,₹ 93,₹ 182,50 g + 250 g - 300 g + 100 g
Orion Turtle Tangy Tomato Corn Chips - Pack of 2,₹ 87,₹ 114,50 g + 250 g - 300 g + 100 g
Lay's Spanish Tomato Tango Flavor Potato Chips,₹ 125,₹ 232,25 g + 250 g - 300 g + 100 g
Gulab Banana Chips - Pack of 2,₹ 120,₹ 164,25 g + 250 g - 300 g + 100 g
Crax Simply Salted Potato Chips - Pack of 3,₹ 28,₹ 80,500 g
Natkhat Masala Wheat Puff Crisps - Pack of 3,₹ 25,₹ 33,100 g
Cornitos Nacho Crisps & Dip Combo - Pack of 2,₹ 17,₹ 85,200 g
The Baker's Dozen 100% Wholewheat Lavash - Pack of 2,₹ 37,₹ 47,50 g
The Baker's Dozen Ragi Crackers - Pack of 2,₹ 60,₹ 76,1 piece (400 g - 600 g)
RiteBite Max Protein Peri Peri Chips,₹ 67,₹ 84,250 g
Crax Masala Punch Potato Chips - Pack of 3,₹ 66,₹ 86,500 g
Parle Tangy Tomato Potato Chips (Celebration Pack) - Pack of 2,₹ 37,₹ 46,250 g
B Natural Festive Delight Kids Beverage Gift Pack (with Jelimals) - Pack of 2,₹ 138,₹ 183,1 pack (500 g) + 500 g - 700 g + 500 g
B Natural Festive Delight Beverage Gift Pack - Pack of 2,₹ 198,₹ 261,1 box (200 g)
Real Greetings Festive Beverage Gift Pack - Pack of 2,₹ 98,₹ 137,200 gm
Real Greetings Beverage Gift Pack (Assorted Fruit Juice) - Pack of 2,₹ 33,₹ 75,250 g
Maggi 2-Minute Special Masala Instant Noodles,₹ 17,₹ 22,100 g
"Saffola Oodles Instant Noodles, No Maida - Pack of 2",₹ 177,₹ 247,100 g
MasterChow Instant Cup Noodles (Korean 2X Spicy Flavour),₹ 81,₹ 104,150 g + 500 g + 1 piece (400 g - 600 g) + 250 g
Sunfeast Yippee Magic Masala Instant Noodles (360 g) - Pack of 2,₹ 62,₹ 81,20 g
Ching's Secret Schezwan Flavoured Instant Noodles - Pack of 2,₹ 92,₹ 126,100 g
Top Ramen Atta Masala Noodles - Pack of 2,₹ 162,₹ 237,180 g - 200 g + 500 g + 1 piece (125 g - 175 g) + 1 piece (125 g - 175 g)
Yu Red Hot Korean Chicken Cup Noodles - Spicy Ramen,₹ 27,,500 ml
Maggi Masala 2 Minute Instant Noodles - Pack of 2,₹ 33,,500 ml
Maggi Nutri-Licious Masala Oats Noodles - Pack of 2,₹ 28,,500 ml
Society Masala Instant Tea Premix - Pack of 2,₹ 28,,500 ml
Gur Gajak/Patti by Gulab Pack of 2,₹ 33,,500 ml
Dabur Heart Care Blended Cooking Oil - Pack of 2,₹ 71,₹ 74,1 l
"24 Mantra Organic Mustard Oil, Expeller Pressed",₹ 33,,450 ml
Natureland Cold Pressed Organic Groundnut Oil - Pack of 2,₹ 32,,
"24 Mantra Organic Sunflower Oil, Cold Pressed - Pack of 2",₹ 80,,1 l
Natureland Organic Cow Ghee - Pack of 2,₹ 90,,5 x 65 ml
Natureland Premium Desi Organic Cow Ghee - Pack of 2,₹ 71,₹ 97,7 units + 500 ml
"Manforce Xotic Extra Dotted Condom (1500 Dots, Strawberry Flavour) - 3 in 1",₹ 100,₹ 126,170 g + 500 ml
Skore Not Out Condom,₹ 106,,1 l
B Swish Bnaughty Classic Unleashed Personal Massager By Besharam,₹ 193,₹ 222,475 g + 500 ml
Durex Intense Vibrate Ring Massager for Men & Women + Skin-on-Skin Real Feel Condom (3 pieces) Combo,₹ 183,₹ 232,250 g + 500 ml
Skore Zig Zag Condom (Dotted & Ribbed) - Pack of 2,₹ 144,₹ 155,
Skore Strawberry Dotted Condom,₹ 144,₹ 155,
Manforce Condom Combo Pack - Pack of 2,₹ 282,₹ 310,
Pedigree Chicken Chunks in Gravy Wet Dog Food Puppy,₹ 181,₹ 232,500 ml + 375 g
Delichic Raw Chicken Liver (Frozen) - Pack of 2,₹ 399,,400 ml
Parachute Advansed Cocoa Repair Body Lotion (For Very Dry Skin),₹ 27,,500 ml
Parachute Advansed All Day Aloe Body Lotion - Pack of 2,₹ 25,,250 ml
Wow Skin Science Coconut Milk and Argan Oil Body Lotion - Pack of 2,₹ 100,,5 x 65 ml
Nivea Nourishing Lotion Body Milk - Pack of 2,₹ 69,₹ 99,45 g
Wow Skin Science Shea Butter & Cocoa Body Lotion - Pack of 2,₹ 20,,40 g
Everyuth Naturals Nourishing Cocoa Body Lotion (Intense Moisturization With Almond Milk) - Pack of 2,₹ 20,,50 g
Nivea Aloe Protection Spf 15 All Skin Type Body Lotion - Pack of 2,₹ 20,,40 g
"Tea Tree Essential Oil (Camphorous, Minty) by Phool",₹ 54,₹ 60,
Lavender Essential Oil (Lavender) by Phool,₹ 20,,48 g
Lemongrass Essential Oil (Citrus) by Phool,₹ 20,,40 g
Grameen Desi Malai Kulfi Stick,₹ 40,₹ 50,
Grameen Kesar Pista Kulfi Stick,₹ 20,,47 g
"Agaro Style Pro Hair Dryer (Black, 2000 W)",₹ 20,,40 g
Agaro Regal Handheld Vacuum Cleaner (800W),₹ 20,,40 g
Vega I-Curl Hair Curler,₹ 54,₹ 60,
"Pigeon Stovekraft Joy Electric Rice Cooker Stainless Steel, 1 l",₹ 54,₹ 60,
Godrej Aer Fresh Lush Green Room Freshener - Pack of 2,₹ 25,,55 g
﻿Nissin Spiced Chicken Cup Noodles - Pack of 2,₹ 25,,55 g
﻿Del Monte Extra Light Olive Oil,₹ 54,₹ 60,
﻿Pawsome,₹ 103,₹ 120,
﻿Airwick Air Freshener Kit (Machine + Summer Delights Refill),₹ 80,₹ 100,
Pringles Sour Cream & Onion Potato Chips - Pack of 2,₹ 25,,105 g
To Be Honest Mixed Sweet Potato with Rock Salt & Pepper Chips - Pack of 2,₹ 20,,
Bingo Pani Puri Twist Street Bites Chips - Pack of 2,₹ 40,₹ 60,
MasterChow Healthy Whole Wheat Noodles - Pack of 2,₹ 20,,
MasterChow Chinese Hakka Noodles - Pack of 2,₹ 20,,
Society Elaichi Instant Tea Premix - Pack of 2,₹ 27,₹ 30,
Natureland Organic Groundnut Oil,₹ 40,₹ 50,
"24 Mantra Organic Groundnut Oil, Cold Pressed",₹ 25,,85 g
KLF Nirmal Virgin Cold Pressed Coconut Hair Oil - Pack of 2,₹ 25,,85 g
"Manforce Xotic 2 in 1 Double Contoured & Dotted Condom (with 342 dots, Chocolate Flavour)",₹ 45,₹ 60,
Plush Love Glove Super Dotted Condom - Pack of 2,₹ 74,₹ 100,170 g
Delichic Raw Chicken Liver (Frozen),₹ 54,₹ 60,
Go Zero Madagascar Chocolate Bar Ice Cream Stick - Pack of 2,₹ 200,₹ 250,90 g + 150 g
Noto Chocolate Brownie Ice Cream Stick,₹ 178,₹ 220,40 g + 150 g
EMOI Notty Buddy Ice Cream Stick - Pack of 2,₹ 43,₹ 50,
Go Zero Omg Chocolate Bar Vegan Ice Cream Stick - Pack of 2,₹ 40,₹ 60,
Mother Dairy Double Trouble Ice Cream Stick,₹ 47,₹ 50,
Morphy Richards iDazzle Hair Dryer (1200 W),₹ 80,₹ 100,
Lifelong 2-in1 Egg Boiler and Poacher (500 W),₹ 200,₹ 250,80 g + 150 g
Philips HL1600/02 650W Hand Blender (White),₹ 108,₹ 180,
Lay's Gourmet Potato Chips - Vintage Cheese & Paprika Flavour,₹ 30,,
Lay's Gourmet Potato Chips - Thai Sweet Chilli Flavour,₹ 48,₹ 60,
Orion Turtle Masala Corn Chips,₹ 104,₹ 115,
Orion Turtle Mexican Lime Corn Chips,₹ 178,₹ 220,40 g + 150 g
Orion Turtle Spicy Devil Corn Chips,₹ 38,₹ 75,150 g
Orion Turtle Sour Cream & Onion Corn Chips,₹ 200,₹ 250,80 g + 150 g
Piknik Red Hot Puffs,₹ 178,₹ 220,40 g + 150 g
﻿Slurrp Farm Millet Healthy Instant Noodles,₹ 66,₹ 75,
Gulab Goodness Cold Pressed Mustard Oil,₹ 40,₹ 50,
﻿Plush Love Glove Multi Textured Condom,₹ 48,₹ 50,55 g
﻿The Body Shop Strawberry Body Butter,₹ 72,₹ 80,
﻿My First 3 Letter Words,₹ 120,₹ 240,
Havells HC4025 Hair Dryer and Hair Straightener Combo (Purple 1200 W),₹ 104,₹ 115,
Spring Garlic,₹ 20,,40 g
Natkhat Classic Wheat Puff Crisps - Pack of 2,₹ 192,₹ 240,60 g + 150 g
Orion Turtle Spicy Devil Corn Chips - Buy 2 Get 1 Free,₹ 80,₹ 100,
Natkhat Classic Wheat Puff Crisps - Buy 1 Get 1 Free,₹ 162,₹ 190,
Crax Pasta Crunch Chinese Tadka Crisps - Pack of 2,₹ 79,₹ 85,170 g
BRB Popped Potato Chips (Salt & Pepper Flavour) - Pack of 2,₹ 162,₹ 190,
Cornitos Crusties Italian Cheese Potato Crisps,₹ 103,₹ 120,
Bingo Street Bites Dahi Chaat Remix Crisps,₹ 103,₹ 120,
Yu Veg Hakka Noodles - Chowmein Style - Pack of 2,₹ 80,₹ 100,
MasterChow Instant Cup Noodles (Chowmein Flavour) - Pack of 2,₹ 162,₹ 190,
Classic Besan Laddu by Lal,₹ 162,₹ 190,
Gulab Goodness Cold Pressed Extra Virgin Coconut Oil,₹ 30,,73 g
Gulab Cold Pressed Coconut Oil,₹ 103,₹ 120,
ChefiGo Chicken Drumstick (Antibiotic Residue Free),₹ 120,₹ 240,
KamaSutra Strawberry Personal Lubricant for Men & Women,₹ 80,₹ 100,
365 Maths Activity Book For Kids,₹ 54,₹ 60,
The Body Shop Body Shop Strawberry Body Mist + Body Shop Strawberry Shower Gel Combo,₹ 104,₹ 115,
The Body Shop Body Shop British Rose Body Yogurt + Body Shop British Rose Shower Gel Combo,₹ 40,₹ 60,82 g
Plum Mandarin & Vitamin C Moisturizer (Glow Boost) + Mandarin & 15% Vitamin C Face Serum Combo,₹ 108,₹ 180,
Parachute Advansed Soft Touch Body Lotion - Pack of 2,₹ 37,₹ 50,60 g
Agaro Facial Steamer,₹ 120,₹ 240,
Kent Smart Chef Multi Cooker (800W),₹ 104,₹ 115,
Philips HL7535/01 500W Mixer Grinder (Blue),₹ 68,₹ 75,150 g
Philips Rapid Air Fryer (Black),₹ 147,₹ 160,102 g + 750 ml
"Kent Elegant Glass Electric Kettle - 1.8 l (Silver, 2000 W)",₹ 57,₹ 60,80 g
Prestige Xpress Induction Cooktop (1200W),₹ 70,₹ 75,170 g
"Pigeon ‎Kessel Multipurpose Electric Kettle (600 W, ‎FAV Kessel)",₹ 16,₹ 20,40 g
beatXP Floral Digital Weight Machine (Black),₹ 104,₹ 115,
Boldfit Luggage Weighing Scale (Upto 50 kg),₹ 51,₹ 60,66 g + 66 g + 66 g
"Havells Light Weight Hair Dryer (White & Red, 1200W, HD1901)",₹ 54,₹ 60,
"Havells HD3181 Unisex Hair Dryer (Black, 1600 W, GHPDDCAKBK00)",₹ 50,₹ 100,
beatXP Kitchen Digital Weighing Scale (White),₹ 150,₹ 200,
beatXP Blue Plus Weighing Scale,₹ 81,₹ 85,170 g
Agaro Galaxy Hand Held Massager (Black),₹ 120,₹ 240,
Borosil Electric Egg Boiler (360 W),₹ 100,₹ 150,
Xiaomi Trimmer 2C,₹ 67,₹ 78,
Orpat Wall Clock Abstract Metal (White),₹ 35,₹ 50,
"Philips Hair Dryer (1000 W, ‎HP8100/60)",₹ 150,₹ 200,
"Borosil Prime Grill Sandwich Maker (700 W, Grey)",₹ 103,₹ 120,
Lifelong Bloom LLWS54 Body Weighing Scale,₹ 75,₹ 100,
"Orient Electric Rapidus Instant Water Heater (5.5 l, 3000 W)",₹ 120,₹ 150,90 g + 90 g + 90 g
Lifelong LLOT09 9 l Toaster & Griller Convection OTG (Black),₹ 59,₹ 70,
Borosil Rio Electric Kettle (1500 W),₹ 180,₹ 200,
Kent Instant Egg Boiler (360 W),₹ 38,₹ 40,
"Vega Insta Glam Hair Dryer (1000 W, VHDH-20)",₹ 169,₹ 214,170 g + 107 g
beatXP Gravity Prism Digital Weighing Scale (Blue),₹ 150,₹ 200,
Solara Electric Kettle (1500 W),₹ 112,₹ 170,134 g
Black + Decker Steam Iron 1600W (Red),₹ 108,₹ 120,
Prestige Pic 20.0 Induction Cooktop (Black),₹ 54,₹ 59,
Borosil Chef Delite 300-W Electric Chopper,₹ 48,₹ 50,50 g
Black + Decker Cordless Steam Iron 2200W (Green),₹ 104,₹ 115,
Havells D'zire Dry Iron 1000 W (Mint),₹ 48,₹ 50,
Philips Multi Grooming 7 in 1 Trimmer Kit (White),₹ 275,₹ 320,250 g + 107 g
Borosil Chefdelite Electric Chopper 260W (White),₹ 75,₹ 80,
"Vega 3-In-1 Hair Styler (55 W, VHSCC-01)",₹ 64,₹ 80,
beatXP PulsePod Mini Handheld Vibration Massager for Head & Neck,₹ 62,₹ 65,80 g
"Philips 2-Slice Pop Up Toaster (830 W, White)",₹ 108,₹ 120,
beatXP Blaze Electric Body Massager (Black),₹ 70,₹ 100,
Agaro Electric Hot Water Bag Grey,₹ 70,₹ 100,130 g + 130 g
beatXP Bolt Deep Tissue Massager Gun,₹ 66,₹ 75,
﻿Moi Soi Veg Hakka Noodles,₹ 62,₹ 65,60 g
﻿KLF Nirmal Virgin Cold Pressed Coconut Hair Oil,₹ 108,₹ 120,
﻿101 Tales The Great Panchatantra Collection Of Witty Moral Stories,₹ 275,₹ 320,250 g + 102 g
﻿Amazon Lite Fire TV Stick with Alexa Voice Remote Lite,₹ 120,₹ 150,
﻿Kent Smart Chef Egg Boiler (360 W),₹ 120,₹ 150,
Crax Pasta Crunch Chinese Tadka Crisps,₹ 120,₹ 180,
BRB Popped Potato Chips (Pasta Cheese Flavour) - Pack of 2,₹ 89,₹ 100,
Cheetos Flamin Hot Crunchy Crisps,₹ 48,₹ 50,
RiteBite Max Protein Spanish Tomato Chips,₹ 108,₹ 180,
Lay's Maxx Sizzling Barbeque Potato Chips - Pack of 2,₹ 110,₹ 120,75 g + 75 g
Yu 100% Whole Wheat Noodles,₹ 54,₹ 59,
Mama Rice Instant Vermicelli Noodles,₹ 90,₹ 100,
Manforce Epic Strawberry Flavoured Lubricant - Pack of 2,₹ 108,₹ 120,
Bold Care Topical Delay Wipes ClockStopper for Men,₹ 50,,120 g
Skore Strawberry Dotted Condom - Pack of 3,₹ 112,₹ 170,134 g
Plush Love Glove Multi Textured Condom - Pack of 2,₹ 64,₹ 80,66 g + 66 g + 66 g + 66 g
"The Week India - January 28, 2024",₹ 60,₹ 80,90 g + 58 g
"Open - 29th January, 2024",₹ 80,₹ 100,
"The Caravan - January, 2024",₹ 54,₹ 59,
Pedigree Dog Starter Kit - Dog Food & Treats,₹ 106,₹ 120,
Kwality Walls Feast Cadbury Crackle Frozen Dessert Stick,₹ 90,₹ 100,
Beyond Snack Peri Peri Kerala Banana Chips,₹ 108,₹ 120,
Bingo Original Style Salt Potato Chips,₹ 275,₹ 320,250 g + 102 g
4700BC Cheese & Herbs Popped Corn Chips + - Pack of 2,₹ 108,₹ 120,
Too Yumm Baked Potato Stix Crisps - Pack of 2,₹ 110,₹ 120,
Natureland Cold Pressed Organic Mustard Oil - Pack of 2,₹ 102,₹ 120,48 g + 48 g + 48 g
"Maggi Rich Tomato Sauce (No Onion, No Garlic)",₹ 275,₹ 320,250 g + 107 g
Toyshine Unbreakable Automobile Car Toy Vehicle (4 - 8 years),₹ 249,,5 g
Lift-The-Flap Very First Q&A: What is Poo?,₹ 38,₹ 40,57 g
Lift-The-Flap Very First Questions And Answers:Why Should I Brush My Teeth?,₹ 144,₹ 160,1 pack (4 x 40 g)
