name,category,subcategory,mrp,our_price,quantity,status,stock_count,productid,imageurl,createdat,updatedat,details
Indigo Metalware Stainless Steel Tong - MTS7 - 24 cm : 1 Unit,Industrial & Scientific,Industrial Tools,98,98,1,,,,,,,
Karp Plastic Reusable Ice Popsicle (Kulfi Maker) - Green : Set of 6,Grocery & Food,Dairy & Eggs,499,499,1,,,,,,,
Candy Plastic Ice Tray : 2 Units,Personal Care,Baby Care,110,110,1,,,,,,,
Stainless Steel Frying Tong : 1 Unit,Industrial & Scientific,Industrial Tools,165,165,1,,,,,,,
Stainless Steel Big Strainer : 1 Unit,Industrial & Scientific,Industrial Tools,220,220,1,,,,,,,
Disney  Joyo Flexi Ice Candy Round - Pink : 1 Unit,Party & Events,Party Supplies,231,231,1,,,,,,,
Dr.WaterR Stainless Steel Milk Frother : 400 ml,Sports & Fitness,Sports Accessories,1499,1499,1,,,,,,,
Stainless Steel Gas Round Trolley : 1 Unit,Industrial & Scientific,Industrial Tools,300,300,1,,,,,,,
All Time Plastic Small Chopping Mat (320x250x2 mm) : 3 Pieces,Industrial & Scientific,Lab & Scientific,390,390,1,,,,,,,
Bergner Master Pro Stainless Steel Pizza Cutter : 1 Unit,Industrial & Scientific,Industrial Tools,495,495,1,,,,,,,
Plastic Home Made Kulfi Maker - Assorted : 1 Unit,Industrial & Scientific,Industrial Tools,130,130,1,,,,,,,
All Time XO Ice Tray - Grey : 1 Unit,Sports & Fitness,Sports Equipment,170,170,1,,,,,,,
Sevenstar Cotton Kitchen Apron - Brown : 1 Unit,Electronics,Home Appliances,170,170,1,,,,,,,
Sevenstar Cotton Kitchen Apron - Yellow : 1 Unit,Home & Living,Kitchen & Dining,170,170,1,,,,,,,
Japa Denim Kitchen Apron - A2-717 : 1 Unit,Electronics,Home Appliances,285,285,1,,,,,,,
Japa Denim Kitchen Apron - A4-719 : 1 Unit,Electronics,Home Appliances,285,285,1,,,,,,,
Sevenstar Cotton Kitchen Apron - Peacock Green : 1 Unit,Home & Living,Kitchen & Dining,170,170,1,,,,,,,
Japa Denim Kitchen Apron - A3-718 : 1 Unit,Electronics,Home Appliances,285,285,1,,,,,,,
Sevenstar Cotton Kitchen Apron - Blue : 1 Unit,Electronics,Home Appliances,170,170,1,,,,,,,
Japa Denim Kitchen Apron - A1-716 : 1 Unit,Electronics,Home Appliances,285,285,1,,,,,,,
Vaa Kitchen Utility Set (Blue) - 3 Pieces : 1 Unit,Home & Living,Home Improvement,500,500,1,,,,,,,
Vaa Kitchen Utility Set (Green) - 3 Pieces : 1 Unit,Home & Living,Home Improvement,500,500,1,,,,,,,
Vaa Kitchen Utility Set (Dark Grey) - 3 Pieces : 1 Unit,Home & Living,Home Improvement,500,500,1,,,,,,,
Vaa Kitchen Utility Set (Orange) - 3 Pieces : 1 Unit,Home & Living,Home Improvement,500,500,1,,,,,,,
Vaa Kitchen Utility Set (Light Grey) - 3 Pieces : 1 Unit,Home & Living,Home Improvement,500,500,1,,,,,,,
Scotch Brite Scrub Sponge Large : 3 Units,Pet Supplies,Cat Supplies,105,105,1,,,,,,,
Scotch Brite Scrub Pad : 5 Units,Pet Supplies,Other Pets,75,75,1,,,,,,,
Reflect Scrub Pads - 7.5x10 cm : 5 Units,Personal Care,Baby Care,70,70,1,,,,,,,
Reflect Sponge Wipe - 20x17.5 cm : 5 Units,Personal Care,Baby Care,220,220,1,,,,,,,
Reflect Stainless Steel Scrub : 1 Unit,Industrial & Scientific,Industrial Tools,20,20,1,,,,,,,
Scotch Brite Stainless Steel Scrubber + Scrub Pad Combo : 1 Unit,Industrial & Scientific,Industrial Tools,40,40,1,,,,,,,
Reflect Stainless Steel + Scrub Pad : 1 Unit,Industrial & Scientific,Industrial Tools,30,30,1,,,,,,,
Scotch-Brite Scrub Pad 9.5x14 cm : 3 Units,Industrial & Scientific,Lab & Scientific,95,95,1,,,,,,,
Gala Scrub Pad : 5 Units,Garden & Outdoor,Gardening,85,85,1,,,,,,,
Gala Super Scrub : 2 Units,Sports & Fitness,Sports Accessories,85,85,1,,,,,,,
Scotch Brite Steel Scrubber : 3 Units,Industrial & Scientific,Industrial Tools,150,150,1,,,,,,,
Gala Double Hockey Toilet Brush : 1 Unit,Home & Living,Home Improvement,170,170,1,,,,,,,
Force 10 Double Sided Hockey Toilet Brush : 1 Unit,Home & Living,Home Improvement,149,149,1,,,,,,,
Scotch-Brite Jet Scrubber : 1 Unit,Industrial & Scientific,Lab & Scientific,160,160,1,,,,,,,
Force 10 Handle Scrubber : 1 Unit,Industrial & Scientific,Industrial Tools,135,135,1,,,,,,,
Gala Double Hockey Toilet Brush With Holder Stand - Grey : 1 Unit,Home & Living,Home Improvement,280,280,1,,,,,,,
Gala Super Scrub : 1 Unit,Industrial & Scientific,Industrial Tools,45,45,1,,,,,,,
Scotch Brite Silver Spark Scrub Pads : 6 Units,Personal Care,Baby Care,108,108,1,,,,,,,
Scotch-Brite Scrub Sponge 9.5x6 cm : 2 Unit,Industrial & Scientific,Lab & Scientific,40,40,1,,,,,,,
Reflect Sponge Scrub - 10 x 7 cm : 2 Units,Home & Living,Cleaning & Household,50,50,1,,,,,,,
Gebi Super Spin Mop Stainless Steel Spinner (Turquoise Blue) : 1 Unit,Electronics,Smartphones & Accessories,1499,1499,1,,,,,,,
Gala Cloth Brush : 1 Unit,Garden & Outdoor,Gardening,120,120,1,,,,,,,
Gala Double Hockey Antibacterial Toilet Brush : 1 Unit,Home & Living,Cleaning & Household,205,205,1,,,,,,,
Gala T-mop Floor Cleaner Blue : 1 Unit,Home & Living,Home Improvement,245,245,1,,,,,,,
Gala Toilex Square Brush with Square Container : 1 Unit,Garden & Outdoor,Gardening,265,265,1,,,,,,,
Gebi Bucket Mop Handle Set (Turquoise Blue) : 1 Unit,Home & Living,Home Improvement,499,499,1,,,,,,,
Gala Stylo Sink Brush : 1 Unit,Garden & Outdoor,Gardening,180,180,1,,,,,,,
Gebi Bathroom & Window Wiper (Assorted) : 1 Unit,Personal Care,Baby Care,119,119,1,,,,,,,
Beezy 2 In 1 Soap Dispenser With Sponge Holder : 1 Unit,Home & Living,Cleaning & Household,249,249,1,,,,,,,
Gala Toilean Toilet Brush : 1 Unit,Home & Living,Home Improvement,140,140,1,,,,,,,
Scotch Brite Double Side Toilet Brush : 1 Unit,Home & Living,Home Improvement,250,250,1,,,,,,,
Scotch Brite Toilet Brush Round Holder : 1 Unit,Home & Living,Home Improvement,300,300,1,,,,,,,
Scotch Brite Power Scrub : 1 Unit,Industrial & Scientific,Industrial Tools,55,55,1,,,,,,,
Gala Long Handle Tile Cleaner Blue : 1 Unit,Home & Living,Home Improvement,200,200,1,,,,,,,
Reflect Kitchen Sponge Scrubber - Set of 2 : 1 Unit,Home & Living,Cleaning & Household,40,40,1,,,,,,,
Scotch Brite Kitchen Sink Brush : 1 Unit,Home & Living,Home Improvement,160,160,1,,,,,,,
Plastic Cleaning Brush With Handle : 1 Unit,Home & Living,Cleaning & Household,165,165,1,,,,,,,
Beezy Soap Roller - Blue : 1 Unit,Home & Living,Cleaning & Household,249,249,1,,,,,,,
Scotch-Brite Scrub Sponge 6x9.5 cm : 1 Unit,Industrial & Scientific,Lab & Scientific,20,20,1,,,,,,,
Gala Scrub Sponge Utensil Cleaner : 1 Unit,Home & Living,Cleaning & Household,35,35,1,,,,,,,
Gebi Richline Floor Wiper 110 cm Metal Handle (Turquoise Blue) : 1 Unit,Personal Care,Baby Care,239,239,1,,,,,,,
Scotch Brite Steel Scrub : 1 Unit,Industrial & Scientific,Industrial Tools,50,50,1,,,,,,,
Gala Stainless Steel Utensil Scrubber : 6 Piece,Industrial & Scientific,Industrial Tools,240,240,1,,,,,,,
Scotch Brite Premium Kitchen Towel : 3 Units,Sports & Fitness,Sports Accessories,180,180,1,,,,,,,
Silicone Water Bottle Cleaning Brush : 1 Unit,Home & Living,Cleaning & Household,90,90,1,,,,,,,
Scotch-Brite Scrub Net Sponge : 2 Units,Pet Supplies,Cat Supplies,90,90,1,,,,,,,
Gala Iron Bull Scrub Pad : 1 Unit,Industrial & Scientific,Lab & Scientific,155,155,1,,,,,,,
Gebi Anti-Bacterial Dust Free Broom XXL (Fluorescent Green) : 1 Unit,Home & Living,Cleaning & Household,269,269,1,,,,,,,
Moonship Bottle Cleaning Brush : 1 Unit,Garden & Outdoor,Gardening,45,45,1,,,,,,,
Scotch Brite Antibacterial Scrub Pad : 3 Units,Personal Care,Baby Care,55,55,1,,,,,,,
Gala Toilet & Kitchen Plunger Medium : 1 Unit,Home & Living,Home Improvement,80,80,1,,,,,,,
D Homes Stainless Steel Scrubber - Set of 3 : 1 Unit,Industrial & Scientific,Industrial Tools,40,40,1,,,,,,,
Scotch-Brite Non-Scratch Scrub Sponge : 1 Unit,Home & Living,Cleaning & Household,50,50,1,,,,,,,
Scotch Brite Premium Toilet Brush : 1 Unit,Home & Living,Home Improvement,560,560,1,,,,,,,
Gala Stainless Steel Super Utensil Scrubber Black : 6 Piece,Industrial & Scientific,Industrial Tools,270,270,1,,,,,,,
Gala Nonstik Care Scrub Sponge : 1 Unit,Personal Care,Baby Care,49,49,1,,,,,,,
Reflect Plastic Scouring Pad - Set of 4 : 1 Unit,Industrial & Scientific,Industrial Tools,55,55,1,,,,,,,
Plastic Multifunctional Brush : White & Blue : 1 Unit,Industrial & Scientific,Industrial Tools,110,110,1,,,,,,,
Scotch-Brite Super Strong Scrub Pad : 2 Units,Industrial & Scientific,Industrial Tools,95,95,1,,,,,,,
Scotch Brite Sponge Wipe : 3 Units,Personal Care,Baby Care,230,230,1,,,,,,,
Scotch Brite Sponge Wipes - 17.5 cm x 15 cm : 4 Wipes,Personal Care,Baby Care,260,260,1,,,,,,,
Scotch-Brite Sponge Wipe 20x17.5 cm : 5 Wipes,Personal Care,Baby Care,380,380,1,,,,,,,
Reflect Sponge Wipes - 20 x 17.5 cm : 3 Units,Home & Living,Home Improvement,149,149,1,,,,,,,
D Homes Microfibre Multi Purpose Cleaning Cloth : 4 Units,Home & Living,Home Improvement,110,110,1,,,,,,,
Gala Kitchen Sponge Wipe : 5 Wipes,Personal Care,Baby Care,280,280,1,,,,,,,
Gala Microfiber Cleaning Cloth : 4 Units,Sports & Fitness,Sports Accessories,320,320,1,,,,,,,
Gala Advanced Floor Cloth : 2 Units,Fashion & Accessories,Kids' Fashion,255,255,1,,,,,,,
MST Big Floor Duster : 6 Units,Industrial & Scientific,Lab & Scientific,179,179,1,,,,,,,
Gala Sponge Wipe Set : 3 Units,Personal Care,Baby Care,190,190,1,,,,,,,
Kitchen Napkin Pink 240 GSM - 45x45 cm : 6 Units,Home & Living,Home Improvement,200,200,1,,,,,,,
Scotch Brite Floor Cleaning Cloth Pocha - 48x53 cm : 2 Units,Pet Supplies,Cat Supplies,155,155,1,,,,,,,
Gebi Scratchy Brush With Telescopic Handle (Grey) : 1 Unit,Garden & Outdoor,Gardening,249,249,1,,,,,,,
Chakaachak Multipurpose Microfiber Duster - Grey & Orange : 1 Unit,Electronics,Home Appliances,349,349,1,,,,,,,
Gala Multipurpose Microfibre Cleaning Duster - Blue : 1 Unit,Electronics,Home Appliances,180,180,1,,,,,,,
MST Duster Monochex - Red (43x43 cm) : 6 Pieces,Industrial & Scientific,Industrial Tools,129,129,1,,,,,,,
MST Duster Monochex Set - Maroon : 6 Units,Industrial & Scientific,Industrial Tools,129,129,1,,,,,,,
MST Duster Monochex - Blue (43x43 cm) : 6 Pieces,Electronics,Audio Devices,129,129,1,,,,,,,
Scotch Brite Microfiber Kitchen Wipe : 1 Wipe,Personal Care,Baby Care,199,199,1,,,,,,,
Scotch Brite Micro Fiber Wipe : 4 Units,Sports & Fitness,Sports Accessories,550,550,1,,,,,,,
Glass Cloth Towel White 220 GSM - 58x58 cm : 3 Units,Sports & Fitness,Sports Accessories,150,150,1,,,,,,,
Gebi 655 Deluxe Multi Broom Telescopic Handle (Blue) : 1 Unit,Electronics,Smartphones & Accessories,299,299,1,,,,,,,
Gebi Multipurpose Microfiber Pocha Cloth (White) : 1 Unit,Garden & Outdoor,Gardening,125,125,1,,,,,,,
Gebi Push Broom With 120 cm Metal Handle (Turquoise Blue & Grey) : 1 Unit,Home & Living,Cleaning & Household,349,349,1,,,,,,,
Gala Actifiber Sponge Cloth : 3 Pieces,Party & Events,Party Supplies,259,259,1,,,,,,,
Scotch Brite Sponge Wipes - 17.5 cm x 15 cm : 2 Wipes,Personal Care,Baby Care,120,120,1,,,,,,,
Scotch Brite Micro Fiber Polishing Wipe : 1 Unit,Industrial & Scientific,Industrial Tools,179,179,1,,,,,,,
Gala Microfiber Multipurpose Cloth : 1 Unit,Sports & Fitness,Sports Accessories,140,140,1,,,,,,,
Gala Laxmi Grass Broom : 1 Unit,Garden & Outdoor,Gardening,205,205,1,,,,,,,
Gala No-Dust Plastic Broom : 1 Unit,Home & Living,Cleaning & Household,200,200,1,,,,,,,
Gala Kingkong Grass Broom : 1 Unit,Garden & Outdoor,Gardening,235,235,1,,,,,,,
Reflect Grass Broom : 1 Unit,Garden & Outdoor,Gardening,180,180,1,,,,,,,
Gala No Dust Broom XL : 1 Unit,Home & Living,Home Improvement,210,210,1,,,,,,,
Reflect Non Dust Broom XL : 1 Unit,Home & Living,Home Improvement,160,160,1,,,,,,,
Scotch Brite No Dust Broom : 1 Unit,Home & Living,Cleaning & Household,375,375,1,,,,,,,
Naag Brand 505 Grass Broom : 1 Unit,Garden & Outdoor,Gardening,165,165,1,,,,,,,
Gala Chandra Kharata Broom : 1 Unit,Garden & Outdoor,Gardening,125,125,1,,,,,,,
Force 10 Kharata : 1 Unit,Industrial & Scientific,Industrial Tools,99,99,1,,,,,,,
Gala No-Dust Acu Clean Plastic Broom : 1 Unit,Home & Living,Cleaning & Household,225,225,1,,,,,,,
Gala Extendable No Dust Broom 2 in 1 : 1 Unit,Garden & Outdoor,Gardening,300,300,1,,,,,,,
Gala Dust Pan - Medium : 1 Unit,Industrial & Scientific,Industrial Tools,90,90,1,,,,,,,
Chakaachak Eazo Grass Broom- Meghalaya Grass : 1 Unit,Garden & Outdoor,Gardening,115,115,1,,,,,,,
Chakaachak No Dust Broom XL : 1 Unit,Home & Living,Cleaning & Household,220,220,1,,,,,,,
Joyo Ultimo Eco Plastic Broom (Kharata) : 1 Unit,Home & Living,Cleaning & Household,119,119,1,,,,,,,
Gala Modular No Dust Broom : 1 Unit,Home & Living,Home Improvement,225,225,1,,,,,,,
Beezy Stainless Steel Dust Pan : 1 Unit,Electronics,Home Appliances,168,168,1,,,,,,,
Chakaachak Plastic Kharata For Superior Cleaning - Grey & Orange : 1 Unit,Home & Living,Cleaning & Household,85,85,1,,,,,,,
Joyo Square Pedal Dust-Bin - Grey : 10 Litres,Sports & Fitness,Sports Accessories,397,397,1,,,,,,,
Joyo Square Pedal Dust-Bin (Brown) - 10 L : 1 Unit,Sports & Fitness,Exercise & Fitness,397,397,1,,,,,,,
Princeware Wave Round Plastic Pedal Dustbin - Green : 12 L,Books & Media,Musical Instruments,573,573,1,,,,,,,
Princeware Wave Round Plastic Pedal Dustbin - Pink : 12 L,Books & Media,Musical Instruments,573,573,1,,,,,,,
Steel Mesh wire Dustbin : 1 Unit,Industrial & Scientific,Industrial Tools,275,275,1,,,,,,,
Gala Quick Spin Mop : 1 Unit,Electronics,Smartphones & Accessories,1799,1799,1,,,,,,,
Gala Double Lip Bathroom Wiper : 1 Unit,Personal Care,Baby Care,245,245,1,,,,,,,
Gala Turbo Spin Mop Set : 1 Unit,Electronics,Home Appliances,2500,2500,1,,,,,,,
Gala Deck Mop With Handle : 1 Unit,Garden & Outdoor,Outdoor Living,200,200,1,,,,,,,
Scotch-Brite Bathroom Squeegee - 99 cm X 30 cm : 1 Unit,Home & Living,Home Improvement,450,450,1,,,,,,,
D Homes Easy Spin Mop & Bucket - Assorted : 1 Unit,Electronics,Home Appliances,888,888,1,,,,,,,
Gala Clip N Fit Cotton Mop : 1 Unit,Garden & Outdoor,Gardening,460,460,1,,,,,,,
Chakaachak Eco Spin Bucket Mop - Grey & Orange : 1 Unit,Garden & Outdoor,Gardening,999,999,1,,,,,,,
Chakaachak Microfiber Twist Mop - Grey & Orange : 1 Unit,Garden & Outdoor,Gardening,899,899,1,,,,,,,
Gala Microfiber Twist Mop : 1 Unit,Electronics,Home Appliances,715,715,1,,,,,,,
Gala Spin Mop Rod Spare Rod : 1 Unit,Industrial & Scientific,Industrial Tools,399,399,1,,,,,,,
Scotch Brite 2 in 1 Bucket Spin Mop - Green : 1 Unit,Industrial & Scientific,Industrial Tools,1800,1800,1,,,,,,,
Gala Floor Wiper : 1 Unit,Personal Care,Baby Care,255,255,1,,,,,,,
Gala Clip N Fit Mop Refill : 1 Unit,Sports & Fitness,Sports Accessories,215,215,1,,,,,,,
Scotch-Brite Plastic Kitchen Wiper - Grey : 1 Unit,Personal Care,Baby Care,170,170,1,,,,,,,
Gala High Quality Quick-Spin Mop Refill : 1 Unit,Electronics,Home Appliances,265,265,1,,,,,,,
Chakaachak Eazo Squeegee - Grey & Orange : 1 Unit,Garden & Outdoor,Outdoor Living,199,199,1,,,,,,,
Chakaachak Microfiber Superabsorbent Mop Grey & Orange : 1 Unit,Electronics,Home Appliances,699,699,1,,,,,,,
Chakaachak Shine Floor Wiper - Grey & Orange : 1 Unit,Personal Care,Baby Care,375,375,1,,,,,,,
Sparkmate By Crystal Strolley Steel Spin Mop & Bucket : 1 Unit,Industrial & Scientific,Industrial Tools,1499,1499,1,,,,,,,
Gala Easy Twist Cotton Mop Blue : 1 Unit,Garden & Outdoor,Gardening,610,610,1,,,,,,,
Scotch Brite Floor Squeegee - 40 cms : 1 Unit,Industrial & Scientific,Lab & Scientific,500,500,1,,,,,,,
Chakaachak Microfiber Mop Refill : Pack of 3,Sports & Fitness,Sports Accessories,349,349,1,,,,,,,
Sparkmate By Crystal Kitchen Squeezy Multipurpose Wiper : 1 Unit,Personal Care,Baby Care,120,120,1,,,,,,,
Gala Ezee Squeezee : 1 Unit,Sports & Fitness,Sports Equipment,170,170,1,,,,,,,
DHomes Floor Cleaning Easy Spin Mop & Bucket Set - Assorted : 1 Unit,Home & Living,Home Improvement,1110,1110,1,,,,,,,
D Homes Aqua Easy Clean Mop & Bucket Set - Assorted : 1 Unit,Home & Living,Home Improvement,1550,1550,1,,,,,,,
Spotzero Wheely Spin Bucket Mop - Aqua Green : 1 Unit,Garden & Outdoor,Gardening,1650,1650,1,,,,,,,
Scotch Brite Cotton Handle Mop : 1 Unit,Industrial & Scientific,Industrial Tools,450,450,1,,,,,,,
Scotch Brite Butterfly Mop : 1 Unit,Home & Living,Cleaning & Household,2000,2000,1,,,,,,,
Gala Power Flat Floor Mop : 1 Unit,Home & Living,Home Improvement,1199,1199,1,,,,,,,
Gala Turbo Spin Mop Triangular Refill : 1 Unit,Electronics,Home Appliances,400,400,1,,,,,,,
Sparkmate By Crystal Flexi 360 Degree Moppy ( Wiper ) : 1 Unit,Industrial & Scientific,Industrial Tools,175,175,1,,,,,,,
Chakaachak Easy Drain Toilet Plunger - Grey : 1 Unit,Home & Living,Home Improvement,75,75,1,,,,,,,
Gala Power Mop Refill : 1 Unit,Electronics,Smartphones & Accessories,485,485,1,,,,,,,
Scotch-Brite Gloves (Size - M) : 1 Unit,Industrial & Scientific,Industrial Tools,130,130,1,,,,,,,
Flocklined Household Gloves : 1 Unit,Pet Supplies,Other Pets,75,75,1,,,,,,,
VAA 100% Cotton Kitchen Hand Gloves - Pink : 1 Unit,Industrial & Scientific,Industrial Tools,150,150,1,,,,,,,
Scotch Brite Lint Roller - White : 1 Unit,Industrial & Scientific,Industrial Tools,599,599,1,,,,,,,
Agaro LR2007 Rechargeable Lint Remover : 1 Unit,Electronics,Home Appliances,1499,1499,1,,,,,,,
Ugaoo Vermicompost Fertiliser For Plants: 5 kg,Garden & Outdoor,Gardening,499,499,1,,,,,,,
Ugaoo Organic Potting Soil Mix For Plants: 5 kg,Garden & Outdoor,Gardening,499,499,1,,,,,,,
Ugaoo Plant Food Fertilizer Green Sticks - All Plants: Pack Of 20,Garden & Outdoor,Gardening,599,599,1,,,,,,,
Ugaoo Organic Cow Dung Manure For Plants: 5 kg,Garden & Outdoor,Gardening,499,499,1,,,,,,,
Ugaoo Pot-O-Mix Potting Soil For Plants: 5 kg,Garden & Outdoor,Gardening,499,499,1,,,,,,,
Ugaoo Organic CocoPeat Brick Plant: 5 kg,Garden & Outdoor,Gardening,499,499,1,,,,,,,
Ugaoo Organic Neem Cake Powder: 5 kg,Grocery & Food,Bakery & Breakfast,599,599,1,,,,,,,
Ugaoo Marigold African Double Seeds: 1 gm,Garden & Outdoor,Gardening,155,155,1,,,,,,,
Ugaoo Cherry Tomato Seeds: 50 Seeds,Grocery & Food,Fresh Produce,175,175,1,,,,,,,
Ugaoo Coriander Vegetable Seeds: 6 g,Grocery & Food,Fresh Produce,145,145,1,,,,,,,
Ugaoo Green Chilli Seed: 0.5 g,Garden & Outdoor,Gardening,145,145,1,,,,,,,
Ugaoo Fenugreek (Methi) Vegetable Seeds: 10 g,Grocery & Food,Fresh Produce,145,145,1,,,,,,,
Plastic Spray Bottle : 550 ml,Sports & Fitness,Sports Accessories,55,55,1,,,,,,,
Ratan Varli Planter With Plate - No.5 : 1 Unit,Garden & Outdoor,Gardening,250,250,1,,,,,,,
Ratan Varli Planter With Plate - No.4 : 1 Unit,Garden & Outdoor,Gardening,200,200,1,,,,,,,
Ratan Varli Planter With Plate - No.3 : 1 Unit,Garden & Outdoor,Gardening,100,100,1,,,,,,,
Rajesh Heritage Plastic Planter Pot - White : 1 Unit,Garden & Outdoor,Gardening,299,299,1,,,,,,,
Rajesh Small Square Tulsi Pot - Brown : 1 Unit,Garden & Outdoor,Gardening,120,120,1,,,,,,,
Hanging Hook Pot Planter - Assorted : 1 Unit,Garden & Outdoor,Gardening,130,130,1,,,,,,,
Rajesh Heritage Plastic Planter Pot - Brown : 1 Unit,Garden & Outdoor,Gardening,299,299,1,,,,,,,
Rajesh Sterling Plastic Planter Pot (02) - White : 1 Unit,Garden & Outdoor,Gardening,150,150,1,,,,,,,
Rajesh Heritage Plastic Planter Pot - Grey : 1 Unit,Garden & Outdoor,Gardening,299,299,1,,,,,,,
Rajesh Sterling Plastic Planter Pot (03) - White : 1 Unit,Garden & Outdoor,Gardening,200,200,1,,,,,,,
Rajesh Heritage Plastic Planter Pot - Black : 1 Unit,Garden & Outdoor,Gardening,299,299,1,,,,,,,
Rajesh Sterling Plastic Planter Pot (02) - Black : 1 Unit,Garden & Outdoor,Gardening,150,150,1,,,,,,,
Rajesh Sterling Plastic Planter Pot (03) - Black : 1 Unit,Garden & Outdoor,Gardening,200,200,1,,,,,,,
Rajesh Cherry Plastic Planter Pot (02) - Blue : 1 Unit,Garden & Outdoor,Gardening,70,70,1,,,,,,,
Rajesh Sterling Plastic Planter Pot (02) - Copper : 1 Unit,Garden & Outdoor,Gardening,150,150,1,,,,,,,
Rajesh Sterling Plastic Planter Pot (03) - Copper : 1 Unit,Garden & Outdoor,Gardening,200,200,1,,,,,,,
Krish Square Planter - 10 - Orange : 1 Unit,Garden & Outdoor,Gardening,150,150,1,,,,,,,
Krish Planter 110 - Purple : 1 Unit,Garden & Outdoor,Gardening,150,150,1,,,,,,,
Krish Square Planter - 10 - Blue : 1 Unit,Garden & Outdoor,Gardening,150,150,1,,,,,,,
Krish Planter 110 - Blue : 1 Unit,Garden & Outdoor,Gardening,150,150,1,,,,,,,
Ugaoo Aquasprout Premium Watering Can - Green: 5 L,Garden & Outdoor,Gardening,499,499,1,,,,,,,
Metal Gardening Tool - 10 Inches : 3 Pieces,Garden & Outdoor,Gardening,180,180,1,,,,,,,
Plastic Pressure Sprayer Bottle : 1.5 Litre,Sports & Fitness,Sports Accessories,190,190,1,,,,,,,
Crompton Greaves Ecoglo B22 CDL White LED Bulb : 9 W,Smart Home,Smart Devices,150,150,1,,,,,,,
Bajaj Ivora Plus Base B22 White LED Bulb : 9 Watts,Smart Home,Smart Devices,145,145,1,,,,,,,
Philips White LED Bulb B22 6500K : 18 W,Smart Home,Smart Devices,400,400,1,,,,,,,
Pigeon White LED Bulb : 9 W,Smart Home,Smart Devices,159,159,1,,,,,,,
Eveready White LED Bulb B22 6500k : 18 W,Smart Home,Smart Devices,325,325,1,,,,,,,
Nippo Spectra LED Bulb : 20 W,Smart Home,Smart Devices,400,400,1,,,,,,,
Philips Stellar Bright White LED Bulb : 23 W,Smart Home,Smart Devices,479,479,1,,,,,,,
Eveready Cool Day Light White LED B22 Bulb : 14 W,Smart Home,Smart Devices,239,239,1,,,,,,,
Nippo White LED Bulb : 12 W,Smart Home,Smart Devices,300,300,1,,,,,,,
Nippo Spectra LED Bulb : 15 W,Smart Home,Smart Devices,325,325,1,,,,,,,
Crompton Greaves DynaRay LED Bulb B22 CDL : 7 W,Smart Home,Smart Devices,140,140,1,,,,,,,
Nippo B22 LED Bulb : 9 W,Smart Home,Smart Devices,160,160,1,,,,,,,
Philips Acesaver White LED Bulb : 9 W,Smart Home,Smart Devices,155,155,1,,,,,,,
Eveready Cool Day Light White LED Bulb : 9 Watts,Smart Home,Smart Devices,150,150,1,,,,,,,
